著急,worried,worried,0,0
慌,worried,worried,3.2,6.8
發熱,worried,worried,0,0
顧慮到,worried,worried,0,0
慌亂,worried,worried,0,0
慌張,worried,worried,0,0
心急,worried,worried,0,0
惶惶,worried,worried,0,0
牽掛,worried,worried,4.4,5.0
惶,worried,worried,3.4,6.4
掛慮,worried,worried,4.8,6.0
堪虞,worried,worried,0,0
堪憂,worried,worried,0,0
大驚小怪,worried,worried,0,0
心急如焚,worried,worried,0,0
過慮,worried,worried,0,0
多慮,worried,worried,0,0
患得患失,worried,worried,0,0
不振,disheartened,disheartened,0,0
低落,disheartened,disheartened,3.8,3.0
低潮,disheartened,disheartened,0,0
氣餒,disheartened,disheartened,2.8,4.0
涼,disheartened,disheartened,0,0
灰心,disheartened,disheartened,3.6,4.6
洩氣,disheartened,disheartened,3.6,3.6
頹廢,disheartened,disheartened,0,0
心灰意冷,disheartened,disheartened,2.8,3.6
灰頭土臉,disheartened,disheartened,0,0
低沉,disheartened,disheartened,0,0
消忱,disheartened,disheartened,0,0
萎靡不振,disheartened,disheartened,0,0
頹,disheartened,disheartened,0,0
消沉,disheartened,disheartened,3.4,4.2
喪氣,disheartened,disheartened,3.0,5.0
後悔,repent,repent,3.2,4.2
恨,repent,repent,2.4,7.2
憾,repent,repent,0,0
悔,repent,repent,0,0
懺悔,repent,repent,0,0
懊惱,repent,repent,3.2,7.0
懊悔,repent,repent,3.4,6.4
悔悟,repent,repent,3.2,7.0
悔恨,repent,repent,2.8,7.4
無怨無悔,repent,repent,0,0
悔過,repent,repent,2.8,6.2
親痛仇快,repent,repent,0,0
痛悔,repent,repent,0,0
拜懺,repent,repent,0,0
恥辱,ashamed,ashamed,0,0
慚愧,ashamed,ashamed,0,0
羞恥,ashamed,ashamed,2.6,7.4
愧對,ashamed,ashamed,0,0
愧疚,ashamed,ashamed,0,0
汗顏,ashamed,ashamed,0,0
羞愧,ashamed,ashamed,2.8,7.2
愧,ashamed,ashamed,3.4,6.2
見不得人,ashamed,ashamed,0,0
有愧,ashamed,ashamed,0,0
為恥,ashamed,ashamed,0,0
國恥,ashamed,ashamed,0,0
滿意,satisfied,satisfied,7.2,5.6
滿足,satisfied,satisfied,7.4,4.6
欣慰,satisfied,satisfied,6.2,4.6
如意,satisfied,satisfied,0,0
中意,satisfied,satisfied,0,0
自足,satisfied,satisfied,0,0
合意,satisfied,satisfied,0,0
自得,satisfied,satisfied,0,0
心滿意足,satisfied,satisfied,0,0
安於,satisfied,satisfied,0,0
知足,satisfied,satisfied,6.6,4.2
如願以償,HaveOnesWishFulfilled,satisfied,0,0
稱心,HaveOnesWishFulfilled,satisfied,0,0
安貧,SatisfiedWithPoorLife,satisfied,0,0
得意,BeProudOf,satisfied,5.8,5.4
為傲,BeProudOf,satisfied,0,0
沾沾自喜,BeProudOf,satisfied,4.6,6
得意洋洋,BeProudOf,satisfied,4.6,6.6
自鳴得意,BeProudOf,satisfied,4.2,5
揚揚,BeProudOf,satisfied,0,0
甜,satisfied,satisfied,0,0
不負重望,satisfied,satisfied,0,0
賓至如歸,satisfied,satisfied,0,0
香甜,satisfied,satisfied,0,0
畫餅充飢,satisfied,satisfied,0,0
樂天知命,satisfied,satisfied,0,0
頭痛,upset,upset,0,0
煩惱,upset,upset,3,6.2
煩,upset,upset,3.4,5.4
苦惱,upset,upset,3.2,5
愁,upset,upset,3.4,4.8
想不開,upset,upset,0,0
抑鬱,upset,upset,2.4,5.8
頭大,upset,upset,0,0
苦悶,upset,upset,0,0
鬱卒,upset,upset,0,0
操心,upset,upset,3.8,5.6
煩躁,upset,upset,3.2,7.6
惱,upset,upset,3.2,6.6
鑽牛角尖,upset,upset,0,0
發愁,upset,upset,3,6.6
煩悶,upset,upset,3,5.8
煩心,upset,upset,3.2,6
心煩意亂,upset,upset,3,7.4
煩亂,upset,upset,3,7.2
苦於,upset,upset,0,0
恐,fear,fear,0,0
怕,fear,fear,3.2,6.4
恐懼,fear,fear,2.6,6.8
恐慌,fear,fear,3,7
害怕,fear,fear,3.2,5.6
驚,fear,fear,4.8,7
怖,fear,fear,0,0
驚慌,fear,fear,3.2,7.6
畏,fear,fear,0,0
唯恐,fear,fear,0,0
畏懼,fear,fear,0,0
深怕,fear,fear,0,0
虛驚,fear,fear,0,0
懼,fear,fear,0,0
惶恐,fear,fear,0,0
虛驚一場,fear,fear,0,0
忌,fear,fear,0,0
驚恐,fear,fear,2.8,7.8
懼怕,fear,fear,2.6,7.2
惟恐,fear,fear,0,0
驚魂,fear,fear,0,0
驚悚,fear,fear,2.8,7.8
提心吊膽,fear,fear,0,0
驚慌失措,fear,fear,0,0
駭,fear,fear,0,0
驚心動魄,fear,fear,0,0
驚惶,fear,fear,0,0
忌憚,fear,fear,0,0
驚駭,fear,fear,3.2,7.8
震懾,fear,fear,0,0
心驚,fear,fear,0,0
恫,fear,fear,0,0
聞之色變,fear,fear,0,0
驚心,fear,fear,4.6,7.6
生怕,fear,fear,0,0
驚懼,fear,fear,0,0
心驚膽跳,fear,fear,0,0
膽顫心驚,fear,fear,2.8,7.6
喪膽,fear,fear,2.8,7.6
驚怕,fear,fear,3.6,7
深恐,fear,fear,0,0
心虛,fear,fear,0,0
無懼,fear,fear,5.8,5.8
畏罪,fear,fear,0,0
心有餘悸,fear,fear,0,0
餘悸猶存,fear,fear,0,0
怕死,fear,fear,0,0
唯恐不及,fear,fear,0,0
噤若寒蟬,fear,fear,0,0
怯場,fear,fear,0,0
諱疾忌醫,fear,fear,0,0
毛骨悚然,fear,fear,2.2,8
臨危不亂,fear,fear,0,0
不寒而慄,fear,fear,0,0
杞人憂天,fear,fear,0,0
怕事,fear,fear,0,0
餘悸,fear,fear,0,0
怕生,fear,fear,4,5.2
內向,shy,shy,0,0
恥,shy,shy,0,0
害羞,shy,shy,4.2,4.6
靦腆,shy,shy,0,0
羞,shy,shy,0,0
羞澀,shy,shy,0,0
面紅耳赤,shy,shy,0,0
羞怯,shy,shy,3.6,4.4
嬌羞,shy,shy,0,0
怕羞,shy,shy,4.2,5.4
奇恥大辱,shy,shy,0,0
自嘆弗如,shy,shy,0,0
失望,disappointed,disappointed,3,5.6
沮喪,disappointed,disappointed,2.8,5.2
向隅,disappointed,disappointed,0,0
扼腕,disappointed,disappointed,0,0
失意,disappointed,disappointed,0,0
心寒,disappointed,disappointed,0,0
掃興,disappointed,disappointed,3.2,4.8
絕望,disappointed,disappointed,2.2,6
大失所望,disappointed,disappointed,0,0
萬念俱灰,disappointed,disappointed,1.4,7.4
高興,joyful,joyful,7,6.6
樂,joyful,joyful,6.6,5.6
快樂,joyful,joyful,7.2,6.4
喜,joyful,joyful,0,0
歡,joyful,joyful,0,0
歡樂,joyful,joyful,7.2,6.8
開心,joyful,joyful,7.2,6.6
喜悅,joyful,joyful,7.4,6.2
欣,joyful,joyful,0,0
歡喜,joyful,joyful,7.4,6.8
驚喜,joyful,joyful,7.2,7.4
欣然,joyful,joyful,6.4,6.2
欣喜,joyful,joyful,7,7
慶幸,joyful,joyful,6.4,6
愉悅,joyful,joyful,0,0
歡欣,joyful,joyful,7.2,7
喜樂,joyful,joyful,0,0
喜氣洋洋,joyful,joyful,0,0
悅,joyful,joyful,0,0
雀躍,joyful,joyful,0,0
興高采烈,joyful,joyful,0,0
歡欣鼓舞,joyful,joyful,0,0
陶醉,joyful,joyful,6.4,4.4
不亦樂乎,joyful,joyful,0,0
快快樂樂,joyful,joyful,0,0
歡騰,joyful,joyful,0,0
歡天喜地,joyful,joyful,8.2,7.8
喜形於色,joyful,joyful,7.4,6.8
欣喜若狂,exultation,joyful,0,0
合不隴嘴,exultation,joyful,0,0
如癡如醉,exultation,joyful,0,0
大喜,exultation,joyful,0,0
狂喜,exultation,joyful,8.6,8.8
喜極而泣,exultation,joyful,8.2,8.4
所幸,joyful,joyful,0,0
樂觀其成,joyful,joyful,0,0
幸好,joyful,joyful,0,0
還好,joyful,joyful,0,0
幸而,joyful,joyful,0,0
虧,joyful,joyful,0,0
不悅,joyful,joyful,3.2,6
好在,joyful,joyful,0,0
生日快樂,joyful,joyful,0,0
幸虧,joyful,joyful,0,0
樂利,joyful,joyful,0,0
皆大歡喜,joyful,joyful,0,0
喜出望外,joyful,joyful,7.8,7.6
津津有味,joyful,joyful,0,0
呵,joyful,joyful,0,0
多虧,joyful,joyful,0,0
幸災樂禍,joyful,joyful,0,0
極樂,joyful,joyful,6.8,6.6
歡歡喜喜,joyful,joyful,8,6.8
如獲至寶,joyful,joyful,0,0
悶悶不樂,joyful,joyful,3.6,4
驚人,surprise,surprise,4.8,7.6
驚訝,surprise,surprise,5,7.2
訝異,surprise,surprise,0,0
驚嚇,surprise,surprise,3,7.8
錯愕,surprise,surprise,0,0
驚奇,surprise,surprise,6.2,7.4
爆炸性,surprise,surprise,0,0
吃驚,surprise,surprise,3.8,7.8
咋舌,surprise,surprise,0,0
驚異,surprise,surprise,3.8,7.2
詫異,surprise,surprise,4.2,6.8
驚愕,surprise,surprise,3.6,7.4
驚疑,surprise,surprise,4,7.2
安,surprise,surprise,0,0
震驚,surprise,surprise,3.6,7.4
啊,surprise,surprise,0,0
豈不,surprise,surprise,0,0
哇,surprise,surprise,6,6.6
豈,surprise,surprise,0,0
豈不是,surprise,surprise,0,0
驚豔,surprise,surprise,0,0
聳動,surprise,surprise,0,0
驚艷,surprise,surprise,0,0
嘿,surprise,surprise,0,0
噢,surprise,surprise,0,0
豈非,surprise,surprise,0,0
哎,surprise,surprise,0,0
豈是,surprise,surprise,0,0
哎呀,surprise,surprise,4.8,6.8
唷,surprise,surprise,0,0
氣,angry,angry,0,0
火,angry,angry,0,0
憤怒,angry,angry,0,0
生氣,angry,angry,5.4,5.8
氣憤,angry,angry,2.4,7
憤慨,angry,angry,0,0
怒,angry,angry,2.4,7.2
變色,angry,angry,0,0
震怒,angry,angry,2.4,8.2
發飆,angry,angry,0,0
忿怒,angry,angry,0,0
出氣,angry,angry,0,0
怒火,angry,angry,2.4,7.6
惱怒,angry,angry,0,0
惱火,angry,angry,0,0
光火,angry,angry,0,0
惱,angry,angry,3.2,6.6
動怒,angry,angry,0,0
發火,angry,angry,0,0
惱羞成怒,angry,angry,0,0
大發雷霆,angry,angry,0,0
忿忿不平,angry,angry,0,0
噴火,angry,angry,0,0
火大,angry,angry,0,0
發怒,angry,angry,2.4,8
好氣,angry,angry,0,0
肝火,angry,angry,0,0
動氣,angry,angry,0,0
瞋,angry,angry,0,0
七竅生煙,angry,angry,2.2,7.8
公憤,angry,angry,2.4,8
大怒,angry,angry,0,0
盛怒,angry,angry,1.8,8.6
民憤,angry,angry,0,0
義憤填膺,angry,angry,0,0
氣急敗壞,angry,angry,2.4,7.8
負氣,angry,angry,0,0
怒氣沖沖,angry,angry,0,0
氣不過,angry,angry,0,0
火冒三丈,angry,angry,0,0
勃然大怒,angry,angry,0,0
氣死,angry,angry,0,0
怒不可遏,angry,angry,0,0
髮指,angry,angry,0,0
老羞成怒,angry,angry,0,0
暴怒,angry,angry,1.8,8.4
羞憤,angry,angry,2.2,7.8
狂怒,angry,angry,1.6,8.6
問心無愧,FeelNoQualms,FeelNoQualms,0,0
理直氣壯,FeelNoQualms,FeelNoQualms,0,0
無愧,FeelNoQualms,FeelNoQualms,0,0
無恥,shameless,shameless,0,0
好意思,shameless,shameless,0,0
不要臉,shameless,shameless,0,0
厚顏,shameless,shameless,0,0
厚臉皮,shameless,shameless,0,0
寡廉鮮恥,shameless,shameless,0,0
不滿,unsatisfied,unsatisfied,3.2,6.4
不服,unsatisfied,unsatisfied,3.4,6.6
適得其反,unsatisfied,unsatisfied,0,0
心生不滿,unsatisfied,unsatisfied,0,0
事與願違,unsatisfied,unsatisfied,0,0
委屈,FeelWronged,unsatisfied,0,0
激憤,BeResentful,unsatisfied,0,0
憤憤不平,BeResentful,unsatisfied,0,0
不平,unsatisfied,unsatisfied,3.6,5.8
群情激憤,unsatisfied,unsatisfied,0,0
沈重,sorrowful,sorrowful,0,0
難過,sorrowful,sorrowful,3,5.6
痛心,sorrowful,sorrowful,0,0
沉重,sorrowful,sorrowful,3.2,5.8
酸,sorrowful,sorrowful,4.6,4.8
創傷,sorrowful,sorrowful,2.8,6.2
悲傷,sorrowful,sorrowful,2.8,6
悲情,sorrowful,sorrowful,3,5
傷心,sorrowful,sorrowful,3,6.2
悲痛,sorrowful,sorrowful,2.6,6.8
悲,sorrowful,sorrowful,0,0
悲哀,sorrowful,sorrowful,2.6,4.6
哀傷,sorrowful,sorrowful,2.4,5.4
沈痛,sorrowful,sorrowful,0,0
感傷,sorrowful,sorrowful,3.8,5.4
哀痛,sorrowful,sorrowful,2.4,6.6
黯然,sorrowful,sorrowful,0,0
哀,sorrowful,sorrowful,0,0
心痛,sorrowful,sorrowful,2.6,7.2
哀戚,sorrowful,sorrowful,0,0
心酸,sorrowful,sorrowful,2.8,6.8
哀思,sorrowful,sorrowful,0,0
戚,sorrowful,sorrowful,0,0
鼻酸,sorrowful,sorrowful,3.4,6.4
創痛,sorrowful,sorrowful,0,0
悲慟,sorrowful,sorrowful,1.8,8.4
柔腸寸斷,sorrowful,sorrowful,1.8,7.8
憂傷,sorrowful,sorrowful,3,5.6
心碎,sorrowful,sorrowful,2.2,8
哀慟,sorrowful,sorrowful,1.8,7.6
悲苦,sorrowful,sorrowful,2.4,5
哀愁,sorrowful,sorrowful,2.4,5.4
哀怨,sorrowful,sorrowful,2.8,6
悲悽,sorrowful,sorrowful,2.2,4.8
傷悲,sorrowful,sorrowful,3,6
肝腸寸斷,sorrowful,sorrowful,1.6,8
悲憤,sorrowful,sorrowful,2.4,7.8
悲壯,sorrowful,sorrowful,0,0
傷心欲絕,sorrowful,sorrowful,0,0
痛不欲生,sorrowful,sorrowful,1.8,8.4
沉痛,sorrowful,sorrowful,0,0
樂極生悲,sorrowful,sorrowful,2.8,6.8
椎心,sorrowful,sorrowful,0,0
觸景傷情,sorrowful,sorrowful,2.8,6.2
悲痛欲絕,sorrowful,sorrowful,0,0
泣血,sorrowful,sorrowful,0,0
傷痛欲絕,sorrowful,sorrowful,0,0
悲愁,sorrowful,sorrowful,2.8,4.6
尷尬,embarrassed,embarrassed,3.8,4.6
困窘,embarrassed,embarrassed,0,0
難堪,embarrassed,embarrassed,3,6.4
不好意思,embarrassed,embarrassed,0,0
拘束,embarrassed,embarrassed,0,0
啼笑皆非,embarrassed,embarrassed,0,0
窘狀,embarrassed,embarrassed,0,0
哭笑不得,embarrassed,embarrassed,0,0
為難,BeInADilemma,embarrassed,3.4,4.8
兩難,BeInADilemma,embarrassed,0,0
左右為難,BeInADilemma,embarrassed,0,0
進退兩難,BeInADilemma,embarrassed,0,0
自討沒趣,embarrassed,embarrassed,0,0
愧不敢當,embarrassed,embarrassed,0,0
